125,12507,an article of clothing,shorts
125,12508,an article of clothing,jacket
125,12509,an article of clothing,sweater
125,12510,an article of clothing,skirt
125,12511,an article of clothing,jeans
125,12512,an article of clothing,coat
125,12513,an article of clothing,dress
125,12514,an article of clothing,gloves
125,12515,an article of clothing,scarf
125,12516,an article of clothing,blouse
125,12517,an article of clothing,tie
125,12518,an article of clothing,belt
126,12601,an herb,oregano
126,12602,an herb,basil
126,12603,an herb,thyme
126,12604,an herb,parsley
126,12605,an herb,rosemary
126,12606,an herb,garlic
126,12607,an herb,pepper
126,12608,an herb,mint
126,12609,an herb,sage
126,12610,an herb,cilantro
126,12611,an herb,cinnamon
126,12612,an herb,dill
126,12613,an herb,ginseng
126,12614,an herb,paprika
126,12615,an herb,echinacea
126,12616,an herb,nutmeg
126,12617,an herb,ginger
126,12618,an herb,jasmine
127,12701,vegetable,carrot
127,12702,vegetable,lettuce
127,12703,vegetable,broccoli
127,12704,vegetable,tomato
127,12705,vegetable,cucumber
127,12706,vegetable,peas
127,12707,vegetable,potato
127,12708,vegetable,celery
127,12709,vegetable,radish
127,12710,vegetable,pepper
127,12711,vegetable,beet
127,12712,vegetable,turnip
127,12713,vegetable,pumpkin
127,12714,vegetable,eggplant
127,12715,vegetable,leek
127,12716,vegetable,endive
127,12717,vegetable,cress
127,12718,vegetable,yam
128,12801,metal,steel
128,12802,metal,iron
128,12803,metal,silver
128,12804,metal,copper
128,12805,metal,gold
128,12806,metal,aluminum
128,12807,metal,titanium
128,12808,metal,tin
128,12809,metal,bronze
128,12810,metal,nickel
128,12811,metal,lead
128,12812,metal,zinc
128,12813,metal,sodium
128,12814,metal,brass
128,12815,metal,cerium
128,12816,metal,cobalt
128,12817,metal,manganese
128,12818,metal,mercury
129,12901,bird,eagle
129,12902,bird,robin
129,12903,bird,bluejay
129,12904,bird,cardinal
129,12905,bird,hawk
129,12906,bird,crow
129,12907,bird,parrot
129,12908,bird,pigeon
129,12909,bird,seagull
129,12910,bird,dove
129,12911,bird,owl
129,12912,bird,finch
129,12913,bird,flamingo
129,12914,bird,rhea
129,12915,bird,swan
129,12916,bird,cuckoo
129,12917,bird,kingfisher
129,12918,bird,toucan
130,13001,weather phenomenon,tornado
130,13002,weather phenomenon,hurricane
130,13003,weather phenomenon,rain
130,13004,weather phenomenon,snow
130,13005,weather phenomenon,hail
130,13006,weather phenomenon,flood
130,13007,weather phenomenon,lightning
130,13008,weather phenomenon,blizzard
130,13009,weather phenomenon,thunder
130,13010,weather phenomenon,storm
130,13011,weather phenomenon,wind
130,13012,weather phenomenon,cloud
130,13013,weather phenomenon,mist
130,13014,weather phenomenon,halo
130,13015,weather phenomenon,squall
130,13016,weather phenomenon,haze
130,13017,weather phenomenon,cyclone
130,13018,weather phenomenon,fog
131,13101,color,red
131,13102,color,yellow
131,13103,color,purple
131,13104,color,black
131,13105,color,white
131,13106,color,pink
131,13107,color,brown
131,13108,color,gray
131,13109,color,indigo
131,13110,color,teal
131,13111,color,fuchsia
131,13112,color,cyan
131,13113,color,beige
131,13114,color,carmine
131,13115,color,blond
131,13116,color,taupe
131,13117,color,cerise
131,13118,color,bistre
132,13201,reading material,magazine
132,13202,reading material,book
132,13203,reading material,novel
132,13204,reading material,journal
132,13205,reading material,article
132,13206,reading material,pamphlet
132,13207,reading material,paper
132,13208,reading material,letter
132,13209,reading material,essay
132,13210,reading material,flyer
132,13211,reading material,internet
132,13212,reading material,website
132,13213,reading material,comic
132,13214,reading material,story
132,13215,reading material,poster
132,13216,reading material,manual
132,13217,reading material,text
132,13218,reading material,script
133,13301,country,usa
133,13302,country,canada
133,13303,country,france
133,13304,country,mexico
133,13305,country,germany
133,13306,country,spain
133,13307,country,italy
133,13308,country,china
133,13309,country,brazil
133,13310,country,egypt
133,13311,country,monaco
133,13312,country,dominica
133,13313,country,chad
133,13314,country,bhutan
133,13315,country,solomon
133,13316,country,kiribati
133,13317,country,somalia
133,13318,country,nauru
134,13401,kind of money,dollar
134,13402,kind of money,penny
134,13403,kind of money,dime
134,13404,kind of money,nickel
134,13405,kind of money,quarter
134,13406,kind of money,peso
134,13407,kind of money,yen
134,13408,kind of money,franc
134,13409,kind of money,pound
134,13410,kind of money,lira
134,13411,kind of money,deutschmark
134,13412,kind of money,escudo
134,13413,kind of money,krone
134,13414,kind of money,rupee
134,13415,kind of money,dinar
134,13416,kind of money,won
134,13417,kind of money,hryvnia
134,13418,kind of money,kwacha
135,13501,type of human dwelling,house
135,13502,type of human dwelling,apartment
135,13503,type of human dwelling,mansion
135,13504,type of human dwelling,condo
135,13505,type of human dwelling,cave
135,13506,type of human dwelling,shack
135,13507,type of human dwelling,hut
135,13508,type of human dwelling,tent
135,13509,type of human dwelling,dorm
135,13510,type of human dwelling,trailer
135,13511,type of human dwelling,tepee
135,13512,type of human dwelling,town
135,13513,type of human dwelling,home
135,13514,type of human dwelling,cabin
135,13515,type of human dwelling,hotel
135,13516,type of human dwelling,igloo
135,13517,type of human dwelling,boat
135,13518,type of human dwelling,box
136,13601,male first name,john
136,13602,male first name,mike
136,13603,male first name,matt
136,13604,male first name,chris
136,13605,male first name,joe
136,13606,male first name,steve
136,13607,male first name,david
136,13608,male first name,brian
136,13609,male first name,ben
136,13610,male first name,james
136,13611,male first name,jason
136,13612,male first name,justin
136,13613,male first name,michael
136,13614,male first name,kevin
136,13615,male first name,andrew
136,13616,male first name,nick
136,13617,male first name,george
136,13618,male first name,robert
137,13701,electronic device,TV
137,13702,electronic device,laptop
137,13703,electronic device,computer
137,13704,electronic device,monitor
137,13705,electronic device,phone
137,13706,electronic device,camera
137,13707,electronic device,radio
137,13708,electronic device,tablet
137,13709,electronic device,printer
137,13710,electronic device,copier
137,13711,electronic device,stereo
137,13712,electronic device,remote
137,13713,electronic device,projector
137,13714,electronic device,walkman
137,13715,electronic device,vacuum
137,13716,electronic device,washer
137,13717,electronic device,scanner
137,13718,electronic device,shaver
138,13801,part of building,window
138,13802,part of building,door
138,13803,part of building,floor
138,13804,part of building,wall
138,13805,part of building,roof
138,13806,part of building,stairs
138,13807,part of building,elevator
138,13808,part of building,room
138,13809,part of building,ceiling
138,13810,part of building,basement
138,13811,part of building,office
138,13812,part of building,lobby
138,13813,part of building,brick
138,13814,part of building,hallway
138,13815,part of building,foundation
138,13816,part of building,entrance
138,13817,part of building,attic
138,13818,part of building,carpet
139,13901,alcoholic beverage,beer
139,13902,alcoholic beverage,vodka
139,13903,alcoholic beverage,wine
139,13904,alcoholic beverage,rum
139,13905,alcoholic beverage,whiskey
139,13906,alcoholic beverage,tequila
139,13907,alcoholic beverage,gin
139,13908,alcoholic beverage,margarita
139,13909,alcoholic beverage,liquor
139,13910,alcoholic beverage,scotch
139,13911,alcoholic beverage,bud
139,13912,alcoholic beverage,cooler
139,13913,alcoholic beverage,bacardi
139,13914,alcoholic beverage,martini
139,13915,alcoholic beverage,bourbon
139,13916,alcoholic beverage,daiquiri
139,13917,alcoholic beverage,perry
139,13918,alcoholic beverage,ale
140,14001,furniture,chair
140,14002,furniture,table
140,14003,furniture,couch
140,14004,furniture,bed
140,14005,furniture,desk
140,14006,furniture,sofa
140,14007,furniture,dresser
140,14008,furniture,loveseat
140,14009,furniture,lamp
140,14010,furniture,nightstand
140,14011,furniture,ottoman
140,14012,furniture,recliner
140,14013,furniture,stool
140,14014,furniture,futon
140,14015,furniture,armoire
140,14016,furniture,cabinet
140,14017,furniture,shelf
140,14018,furniture,bookcase
141,14101,carpenter's tool,hammer
141,14102,carpenter's tool,nail
141,14103,carpenter's tool,saw
141,14104,carpenter's tool,screwdriver
141,14105,carpenter's tool,drill
141,14106,carpenter's tool,wrench
141,14107,carpenter's tool,level
141,14108,carpenter's tool,ruler
141,14109,carpenter's tool,tape
141,14110,carpenter's tool,wood
141,14111,carpenter's tool,sander
141,14112,carpenter's tool,knife
141,14113,carpenter's tool,chisel
141,14114,carpenter's tool,pencil
141,14115,carpenter's tool,sandpaper
141,14116,carpenter's tool,pliers
141,14117,carpenter's tool,measurer
141,14118,carpenter's tool,eraser
142,14201,type of ship/boat,sailboat
142,14202,type of ship/boat,yacht
142,14203,type of ship/boat,canoe
142,14204,type of ship/boat,tugboat
142,14205,type of ship/boat,motor
142,14206,type of ship/boat,cruise
142,14207,type of ship/boat,battleship
142,14208,type of ship/boat,kayak
142,14209,type of ship/boat,raft
142,14210,type of ship/boat,titanic
142,14211,type of ship/boat,barge
142,14212,type of ship/boat,cargo
142,14213,type of ship/boat,pontoon
142,14214,type of ship/boat,ski
142,14215,type of ship/boat,dingy
142,14216,type of ship/boat,ferry
142,14217,type of ship/boat,schooner
142,14218,type of ship/boat,carrier
143,14301,weapon,gun
143,14302,weapon,knife
143,14303,weapon,sword
143,14304,weapon,bat
143,14305,weapon,bomb
143,14306,weapon,rifle
143,14307,weapon,rope
143,14308,weapon,mace
143,14309,weapon,grenade
143,14310,weapon,pistol
143,14311,weapon,bazooka
143,14312,weapon,spear
143,14313,weapon,catapult
143,14314,weapon,crossbow
143,14315,weapon,hatchet
143,14316,weapon,shield
143,14317,weapon,taser
143,14318,weapon,dagger
144,14401,type of fabric,cotton
144,14402,type of fabric,silk
144,14403,type of fabric,polyester
144,14404,type of fabric,wool
144,14405,type of fabric,nylon
144,14406,type of fabric,rayon
144,14407,type of fabric,satin
144,14408,type of fabric,denim
144,14409,type of fabric,leather
144,14410,type of fabric,linen
144,14411,type of fabric,suede
144,14412,type of fabric,lace
144,14413,type of fabric,flannel
144,14414,type of fabric,camlet
144,14415,type of fabric,hodden
144,14416,type of fabric,kevlar
144,14417,type of fabric,wigan
144,14418,type of fabric,chiffon
145,14501,fish,salmon
145,14502,fish,trout
145,14503,fish,goldfish
145,14504,fish,bass
145,14505,fish,tuna
145,14506,fish,shark
145,14507,fish,flounder
145,14508,fish,herring
145,14509,fish,carp
145,14510,fish,perch
145,14511,fish,halibut
145,14512,fish,snapper
145,14513,fish,grouper
145,14514,fish,escolar
145,14515,fish,sardines
145,14516,fish,tilapia
145,14517,fish,anchovy
145,14518,fish,mullet
146,14601,car brand,ford
146,14602,car brand,honda
146,14603,car brand,toyota
146,14604,car brand,chevrolet
146,14605,car brand,mercedes
146,14606,car brand,jeep
146,14607,car brand,lexus
146,14608,car brand,mustang
146,14609,car brand,ferrari
146,14610,car brand,sedan
146,14611,car brand,acura
146,14612,car brand,hyundai
146,14613,car brand,camry
146,14614,car brand,ram
146,14615,car brand,buick
146,14616,car brand,skoda
146,14617,car brand,panoz
146,14618,car brand,gumpert
147,14701,toy,doll
147,14702,toy,car
147,14703,toy,barbie
147,14704,toy,ball
147,14705,toy,truck
147,14706,toy,lego
147,14707,toy,train
147,14708,toy,videogame
147,14709,toy,puzzle
147,14710,toy,teddy
147,14711,toy,nintendo
147,14712,toy,yoyo
147,14713,toy,frisbee
147,14714,toy,pinwheel
147,14715,toy,tangram
147,14716,toy,monopoly
147,14717,toy,domino
147,14718,toy,watergun
